LB&B Stock Status Web Scraper starting up...
Downloading from  http://www.lbbncabc.com/views/em_abc_stockstatus.asp
Parsing results
Connecting to SQL Server:
	 sqlserver://sa:test@127.0.0.1:1433/SQLExpress?app+name=LBBStockStatus&connection+timeout=30
NC CODE|Company|Brand|Balance|Comments|Allocation|Size|Cases Per Pallet|
263104|CAMPARI AMERICA|BRAULIO AMARO|8||0|1.00L|0|
263106|Frederick Wildman & Sons|PELLEGRINO AMARO|0||0|.75L|0|
263112|PARK ST IMP/ SPIRIBAM|CLEMENT MAHINA COCO|0||0|.75L|0|
263114|PARK ST IMP/ ROYAL DUTCH|CHERRY HEERING LIQUEUR|2||0|.75L|0|
263120|LUCTOR INTERNATIONAL|AMSTERDAM CHOCOLATE LIQUEUR|0||0|.75L|0|
263210|KOBRAND|ANTICA CLASSIC SAMBUCA|0||0|.75L|0|
263216|TERLATO ARTISAN SPIRITS|TIRAMISU DARK LIQUEUR|14||0|.75L|0|
263226|SHAW - ROSS|CAPEL PISCO RESERVADO|31||35|.75L|35|
263309|SAZERAC|AALBORG JUBILAEUMS AKVAVIT|0||0|.75L|0|
263314|NESTOR IMPORTS INC|PLOMARI OUZO|2||0|.75L|0|
263329|DISARONNO INTERNATIONAL|DISARONNO RISERVA|0||0|.75L|0|
263342|LAIRD|LAZZARONI AMARETTO|5||0|.75L|0|
263376|KOBRAND|ALIZE COCO|0||0|.75L|0|
263390|HEAVENLY SPIRITS LLC|ARTEZ ARVANI VANILLA LIQUEUR|0||0|.75L|0|
263392|MOET HENNESSY USA,INC.|NAVAN NATURAL VANILLA|0||0|.75L|0|
263413|ADAMBA IMPORTS|WISNIOWKA CHERRY CORDIAL|0||0|.75L|0|
263438|MHW/ CADRE NOIR IMPORTS|COMBIER LIQUEUR DE BANANE|0||0|.75L|0|
263439|MHW/ CADRE NOIR IMPORTS|COMBLER CREME DE FRAMBOISE|0||0|.75L|0|
263440|MHW/ CADRE NOIR IMPORTS|COMBLER LIQUEUR DE ROSE|0||0|.75L|0|
263441|MHW/ CADRE NOIR IMPORTS|COMBIER CREME DE CASSIS|0||0|.75L|0|
263442|MHW/ CADRE NOIR IMPORTS|COMBIER CREME DE FRUIT ROUGE|0||0|.75L|0|
263443|MHW/ CADRE NOIR IMPORTS|COMBIER CREME DE MURE|0||0|.75L|0|
263444|MHW/ CADRE NOIR IMPORTS|COMBIER CREME DE PAMPLEMOUSSE|2||0|.75L|0|
263445|MHW/ CADRE NOIR IMPORTS|COMBIER CREME DE PECHE|0||0|.75L|0|
263447|MHW/ CADRE NOIR IMPORTS|ROYAL COMBIER GRAND ORAGNE|0||0|.75L|0|
263448|MHW/ CADRE NOIR IMPORTS|COMBIER LIQUEUR D'ORANGE|0||0|.75L|0|
263460|REMY COINTREAU USA,INC.|COINTREAU NOIR|0||0|.75L|0|
263465|TOTAL BEVERAGE SOLUTION|TOSCHI NOCELLO|0||0|.75L|0|
263515|MHW/ LUCAS BOLS U.S.A., INC|BOLS YOGURT LIQUEUR|0||0|.75L|0|
263527|NICHE|VERPOORTEN ADVOCAAT|0||0|1.00L|0|
263529|PERNOD RICARD USA|SUZE|0||0|.75L|0|
263533|DUGGAN'S DISTILLERS PROD CORP.|ESCORIAL|0||0|.75L|0|
263538|MARKETING GLOBAL BRANDS, CORP|AGUARDIENTE ANTIOQUENO SIN AZU|0||0|.75L|0|
263541|HAAS BROTHERS|FERNET VALLET|0||0|.75L|0|
263544|INFINIUM SPIRITS|BORGHETTI CAFFE ESPRESSO LIQUR|0||0|.75L|0|
263548|INFINIUM SPIRITS|BRANCA MENTA|0||0|.75L|0|
263556|TOTAL BEVERAGE SOLUTION|LIMONCELLO DI CAPRI|0||0|.75L|0|
263562|CASTLE BRANDS|PALLINI LIMONCELLO|0||0|.375L|0|
263567|Winebow, Inc.|CAPRINATURA LIMONCELLO|0||0|.75L|0|
263577|SAZERAC NA, INC.|CARAVELLA ORANGECELLO|0||0|.75L|0|
263586|Frederick Wildman & Sons|PELLEGRINO LEMONCLELLO LIQUEUR|0||0|.75L|0|
263588|AMERICAN FIDELITY TRADING, LTD|KSARAK ARAK|0||0|.75L|0|
263590|MHW/ HAUS ALPENZ|BATAVIA-ARRACK VAN OOSTEN|2||0|.75L|0|
263593|PARK ST IMP/ ROYAL DUTCH|MANDARINE NAPOLEON|0||0|.75L|0|
263596|HOTALING & CO|YPIOCA CRYSTAL CACHACA|0||0|1.00L|0|
263597|HOTALING & CO|YPIOCA CACHACA PRATA|0||0|1.00L|0|
263598|HOTALING & CO|YPIOCA CACHACA OURO|0||0|1.00L|0|
263628|INFINIUM SPIRITS|SANTO PURO MEZQUILA|0||0|.75L|0|
263636|CAMPARI AMERICA|OUZO 12|0||0|.75L|0|
263651|TERLATO ARTISAN SPIRITS|NONINO CHARDONNAY|0||0|.75L|0|
263652|TERLATO ARTISAN SPIRITS|NONINO GRAPE (MERLOT)|0||0|.75L|0|
263653|TERLATO ARTISAN SPIRITS|NONINO QUINTESENTIA AMARO|1||0|.75L|0|
263654|MHW/ LNJ IMPORTS|NUVO PINK SPARKLING LIQUEUR|1||0|.75L|0|
263660|PARK ST IMP/ BERENTZEN|BERENTZEN APPLE|0||0|.75L|0|
263666|DIAGEO NA|BLACK HAUS|0||0|.75L|0|
263668|VISION WINE & SPIRITS|PISA LIQUEUR|0||0|.75L|0|
263675|DIAGEO NA|PIMM BLACKBERRY & ELDERFLOWER|0||0|.75L|0|
263677|NICHE|DER LACHS ORG DANZER GOLDWASSR|0||0|.75L|0|
263681|PERNOD RICARD USA|RICARD ANISE|1||0|.75L|0|
263683|MHW/ HAUS ALPENZ|ROTHMAN & WINTER CR DE VIOLET|10||0|.75L|0|
263685|MHW/ HAUS ALPENZ|ROTHMAN&WINTER ORCHARD APRICOT|0||0|.75L|0|
263686|MHW/ HAUS ALPENZ|ROTHMAN & WINTER ORCHARD PEACH|0||0|.75L|0|
263687|MHW/ HAUS ALPENZ|ROTHMAN & WINTER ORCHARD CHERR|0||0|.75L|0|
263688|MHW/ HAUS ALPENZ|ROTHMAN & WINTER ORCHARD PEAR|0||0|.75L|0|
263691|VISION WINE & SPIRITS|THE BITTER TRUTH VIOLET LIQUER|0||0|.75L|0|
263692|VISION WINE & SPIRITS|BITTER TRUTH PIMENTO DRAM|0||0|.75L|0|
263693|SAZERAC|GOLD RUSH CINNAMON SCHNAPPS|0||0|.75L|0|
263695|VISION WINE & SPIRITS|THE BITTER TRUTH PINK GIN|0||0|.75L|0|
263696|VISION WINE & SPIRITS|THE BITTER TRUTH GOLDEN FALERN|0||0|.75L|0|
263707|SAZERAC|DR McGILLICUDDY'S CHERRY SCHPP|0||0|.75L|0|
263723|ROYAL WINE|SABRA ORANGE CHOCOLATE LIQUEUR|0||0|.75L|0|
263735|TOTAL BEVERAGE SOLUTION|MOLINARI CAFFE LIQUEUR|0||0|.75L|0|
263745|HEAVEN HILL BRANDS|BASILICA SAMBUCA|0||0|.75L|0|
263778|SAZERAC/ 375 PARK AVE SPIRITS|MEKHONG SPIRIT OF THAILAND|0||0|.75L|0|
263779|TOTAL BEVERAGE SOLUTION|AMARO MONTENEGRO|0||0|.75L|0|
263780|SAZERAC/ 375 PARK AVE SPIRITS|OLD PULTENEY STROMA LIQUEUR|0||0|.75L|0|
263794|Winebow, Inc.|PITU CACHACA|0||0|1.00L|0|
263797|SAZERAC|PIRASSUNUNGA 51 CAC|12||55|1.00L|55|
263811|AIDIL WINES & LIQUORS|VELHO BARREIRO CACHACA|0||25|1.00L|25|
263822|MHW/ HAUS ALPENZ|NUX ALPINA WALNUT LIQUEUR|0||0|.75L|0|
263826|MHW/ HAUS ALPENZ|KRONAN SWEDISH PUNSCH|0||0|.75L|0|
263845|Evaton, Inc.|RAMAZZOTTI AMARO|5||0|.75L|0|
263862|DIAGEO NA|YUKON JACK WICKED HOT|0||0|.75L|0|
263863|MHW/ HAUS ALPENZ|ZUCCA RABARBARO AMARO|0||0|1.00L|0|
263864|DIAGEO NA|YUKON JACK JACAPPLE|1||0|.75L|0|
263865|DIAGEO NA|YUKON JACK PERMA FROST|0||0|.75L|0|
263868|NICHE|SCHOENAUR APPLE LIQUEUR|0||0|.75L|0|
263871|SAZERAC|DR MCGILLICUDDY WILD GR SCHNAP|0||0|.75L|0|
263873|SAZERAC|DR MCGILLICUDDY'S LEMON DROP|0||0|.75L|0|
263874|SAZERAC|DR. MCGILLCUDDY'S ROOT BEER|0||0|.75L|0|
263876|SAZERAC|DR MCGILLICUDDY'S VANILLA|0||0|.75L|0|
263877|SAZERAC|DR MCGILLICUDDY BUTTERSCOTCH|0||0|.75L|0|
263883|SAZERAC|DR MCGILLCUDDY BLACK LICORICE|0||0|.75L|0|
263886|SAZERAC|DR MCGILLICUDDY'S APPLE PIE|0||0|.75L|0|
263908|IMPERIAL BRANDS|MARIE BRIZARD ORANGE CURACAO|0||0|.75L|0|
263912|DEUTSCH FAMILY WINE & SPIRIT|PIERRE FERRAND DRY CURACAO|1||0|.75L|0|
263914|HOTALING & CO|SENOIR CURACAO OF CURACAO BLUE|0||0|.75L|0|
263915|HOTALING & CO|SENIOR CURACAO OF CURACAO CLR|0||0|.75L|0|
263916|HOTALING & CO|SENOIR CURACAO ORANGE|0||0|.75L|0|
263922|IMPERIAL BRANDS|MARIE BRIZARD CHOCOLAT ROYAL|0||0|.75L|0|
263927|SHAW - ROSS|ALTO DEL CARMEN PISCO RESERV|0||0|.75L|0|
263941|NICHE|STROH JAGERTEE|0||0|1.00L|0|
263943|NICHE|STROH OBSTLER|0||0|.75L|0|
263956|PARK ST IMP/ PURA VIDA|NARANJA|0||0|1.00L|0|
263958|SAZERAC|LA BELLE ORANGE|0||0|.75L|0|
263975|HOTALING & CO|TEMPUS FUGIT SPR CREME DE CACA|0||0|.75L|0|
263976|HOTALING & CO|TEMPUS FUGIT LIQUEUR DE VIOLET|0||0|.75L|0|
263978|HOTALING & CO|TEMPUS FUGIT SPR CREME DE MENT|0||0|.75L|0|
263979|HOTALING & CO|TEMPUS FUGIT CREME DE BANANE|0||0|.75L|0|
263985|HEAVEN HILL BRANDS|DOMAINE DE CANTON|0||0|.375L|0|
263990|DEUTSCH FAMILY WINE & SPIRIT|VILA MASSA LIMONCELLO DI SORRE|0||0|.75L|0|
264003|MHW/ BLISS IMPORTS|WOLFBERGER AMER GINGEMBRE|0||0|1.00L|0|
264004|MHW/ BLISS IMPORTS|WOLFBERGER WOLFAMER|0||0|1.00L|0|
264016|E. & J. GALLO WINERY|GLAYVA SCOTCH LIQUEUR|0||0|.75L|0|
264020|SHAW - ROSS|AGUARDIENTE CRISTAL|0||0|.75L|0|
264030|PACIFIC EDGE MARKETING GRP|XTABENTUN|0||0|.75L|0|
264032|ROYAL WINE|XANTE PEAR LIQUEUR|0||0|.75L|0|
264037|PARK ST IMP / ZAMORA|LICOR 43|0||0|1.75L|0|
264039|PARK ST IMP / ZAMORA|LICOR 43|0||0|.375L|0|
264040|MHW/ HAUS ALPENZ|ZIRBENZ STONE PINE LQR ALPS|0||0|.75L|0|
264045|SURVILLE ENTERPRISE CORP|1921 TEQUILA CREAM|0||0|.75L|0|
264064|MHW/ TEQUILAS PREMIUM|CLASE AZUL PLATA|0||0|.75L|0|
264066|MHW/ TEQUILAS PREMIUM|CLASE AZUL REPOSADO (1)|0||0|.75L|0|
264067|SEASHORE MARKETING GROUP, LLC|RESERVA DEL SENOR ALMENDRADO|0||0|.75L|0|
264072|Alambic, Inc.|ALIPUS SAN ANDRES MEZCAL|0||0|.75L|0|
264073|Alambic, Inc.|ALIPUS SAN JUAN DEL RIO MEZCAL|0||0|.75L|0|
264074|Alambic, Inc.|ALIPUS SAN BALTAZAR GUELAVILA|0||0|.75L|0|
264075|Alambic, Inc.|CRAFT DISTILLERS MEZCAL 6PK|0||0|.75L|0|
264078|MHW/ TEQUILAS PREMIUM|LA PINTA POMEGRANATE LIQUEUR|0||0|.75L|0|
264082|PARK ST IMP/ CABALLEROS|SCORPION MEZCAL SILVER|0||0|.75L|0|
264085|PARK ST IMP/ CABALLEROS|SCORPION MEZCAL ANEJO|0||0|.75L|0|
264096|MHW/ INNOVATIVE LIQUORS|BEAR HUG CHILI PEP INF TEQUILA|0||0|.75L|0|
264097|MHW/ INNOVATIVE LIQUORS|BEAR HUG PAPAYA TEQUILA|0||0|.75L|0|
264106|SAZERAC|MARGARITAVILLE LAST MANGO|0||0|.75L|0|
264109|SAZERAC|MARGARITAVILLE CALYPSO COCONUT|0||0|.75L|0|
264112|SAZERAC|MARGARITAVILLE TROPICAL TANGR|0||0|.75L|0|
264121|MHW/ AGAVE LOCO|AGAVE LOCO PEPPER CURED TEQUIL|0||0|.75L|0|
264124|PROXIMO SPIRITS, INC|AGAVERO TEQUILA LIQUEUR|0||0|.75L|0|
264125|PROXIMO SPIRITS, INC|AGAVERO ORANGE TEQUILA LIQUEUR|0||0|.75L|0|
264132|PERNOD RICARD USA|DEL MAGUEY SAN LUIS DEL RIO AZ|0||0|.75L|0|
264134|PERNOD RICARD USA|DEL MAGUEY SAN JOSE RIO MINOS|0||0|.75L|0|
264135|PERNOD RICARD USA|DEL MAGUEY MEZCAL DE PUEBLA|0||0|.75L|0|
264136|DIAGEO NA|JOSE CUERVO TROPINA|0||0|.75L|0|
264137|PERNOD RICARD USA|DEL MAGUEY ESPADIN ESPECIAL|0||0|.75L|0|
264138|PERNOD RICARD USA|DEL MAGUEY MADRECUIXE|0||0|.75L|0|
264139|PERNOD RICARD USA|DEL MAGUEY CHICHICAPA|0||0|.75L|0|
264140|PERNOD RICARD USA|DEL MAGUEY MINERO|0||0|.75L|0|
264141|PERNOD RICARD USA|DEL MAGUEY PECHUGA|0||0|.75L|0|
264142|PERNOD RICARD USA|DEL MAGUEY SAN LUIS DEL RIO|0||0|.75L|0|
264143|PERNOD RICARD USA|DEL MAGUEY SANTO DOMINGO|0||0|.75L|0|
264144|PERNOD RICARD USA|DEL MAGUEY PAPALOME|0||0|.75L|0|
264145|PERNOD RICARD USA|DEL MAGUEY SAN LUIS DEL RIO AZ|0||0|.75L|0|
264146|PERNOD RICARD USA|DEL MAGUEY TEPEXTATE|0||0|.75L|0|
264159|PATRON SPIRITS|PATRON XO INCENDIO|0||0|.375L|0|
264161|PARK ST IMP/ TANTEO|TANTEO COLLECTION|0||0|.75L|0|
264162|PARK ST IMP/ TANTEO|TANTEO COCOA TEQUILA|0||0|.75L|0|
264163|PARK ST IMP/ TANTEO|TANTWO TROPICAL TEQUILA|0||0|.75L|0|
264168|MHW/ FIDENCIO|FICENDIO MEZCAL MIXED 6PK|0||0|.75L|0|
264169|MHW/ FIDENCIO|FIDENCIO MEZCAL UNICO|0||0|.75L|0|
264170|MHW/ FIDENCIO|FIDENCIO MEZCAL CLASICO|0||0|.75L|0|
264171|MHW/ FIDENCIO|FIDENCIO MEZCAL MADRECUIXE|0||0|.75L|0|
264172|MHW/ FIDENCIO|FIDENCIO MEZCAL PECHUGA|0||0|.75L|0|
264173|MHW/ FIDENCIO|FIDENCIO MEZCAL TOBALA|0||0|.75L|0|
264174|MHW/ FIDENCIO|FIDENCIO TEPEXTATE|0||0|.75L|0|
264175|MHW/ FIDENCIO|FIDENCIO TIERRA BLANCA|0||0|.75L|0|
264180|Alambic, Inc.|MEZCALERO RELEASE #5 MEZCAL|0||0|.75L|0|
264182|WILLIAM GRANT|MONTELOBOS|0||0|.75L|0|
264183|ALTAMAR BRANDS|PIERDE ALMAS CONEJO MEXCAL|0||0|.75L|0|
264184|ALTAMAR BRANDS|PIERDE ALMAS PECHUGA MEZCAL|0||0|.75L|0|
264185|ALTAMAR BRANDS|PIERDE ALMAS TOBAZICHE MEZCAL|0||0|.75L|0|
264186|ALTAMAR BRANDS|PIERDE ALMAS TOBALA MEZCAL|0||0|.75L|0|
264187|ALTAMAR BRANDS|PIERDE ALMAS BOTANICALS MEZCAL|0||0|.75L|0|
264188|ALTAMAR BRANDS|PIERDE ALMAS DOBADAAN MEZCAL|0||0|.75L|0|
264189|ALTAMAR BRANDS|PIERDE ALMAS TEQUILANA MEZCAL|0||0|.75L|0|
264190|ALTAMAR BRANDS|PIERDE ALMAS ESPADIN MEZCAL|0||0|.75L|0|
264191|ALTAMAR BRANDS|PIERDE ALMAS LA PURITIT MEZCAL|0||0|.75L|0|
264192|ALTAMAR BRANDS|PIERDE ALMAS MEZCAL MIXED 12PK|0||0|.75L|0|
264195|PARK ST IMP/ SAMSON & SURREY|MEZCAL VAGO CUIXE|1||0|.75L|0|
264196|MONTANERO MEZCAL|MEZCAL VAGO ELOTE|0||0|.75L|0|
264197|PARK ST IMP/ SAMSON & SURREY|MEZCAL VAGO MEXICANO|0||0|.75L|0|
264198|PARK ST IMP/ SAMSON & SURREY|MEZCAL VAGO ENSAMBLE EN BARRO|0||0|.75L|0|
264199|MONTANERO MEZCAL|MEZCAL VAGO ESPADIN|0||0|.75L|0|
264200|MONTANERO MEZCAL|MEZCAL VAGO MIXED 6-PACK|0||0|.75L|0|
264203|DIAGEO NA|PELIGROSO CINNAMON|0||0|.75L|0|
264205|AMERICAN SPIRITS EXCHANGE|MEZCALES DE LEYENDA DURANGO|0||0|.75L|0|
264206|AMERICAN SPIRITS EXCHANGE|MEZCALES DE LEYENDA GUERRERO|0||0|.75L|0|
264207|AMERICAN SPIRITS EXCHANGE|MEZCALES DE LEYENDA OAXACA|0||0|.75L|0|
264208|AMERICAN SPIRITS EXCHANGE|PELOTON DE LA MUERTE|0||0|1.00L|0|
264209|M. S. WALKER, INC.|PELOTON DE LA MUERTA MEZCAL|0||0|.75L|0|
264212|HOTALING & CO|MEZCAL AMARAS JOVEN ESPADIN|0||0|.75L|0|
264213|HOTALING & CO|MEZCAL AMARAS CUPREATA|0||0|.75L|0|
264215|MHW/ CADRE NOIR IMPORTS|BANHEZ JOVEN ESPADIN & BAR MEZ|5||0|1.00L|0|
264220|PARK ST IMP/ SAMSON & SURREY|MEZCAL VAGO CUIXE JARQUIN|0||0|.75L|0|
264221|PARK ST IMP/ SAMSON & SURREY|MEZCAL VAGO ESPADIN EN BARRO|0||0|.75L|0|
264222|PARK ST IMP/ SAMSON & SURREY|MEZCAL VAGO ESPADIN JARQUIN|0||0|.75L|0|
264223|PARK ST IMP/ SAMSON & SURREY|MEZCAL VAGO MADRECUIXE JARQUIR|0||0|.75L|0|
264224|PARK ST IMP/ SAMSON & SURREY|MEZCAL VAGO TEPEZTATE|0||0|.75L|0|
264225|PARK ST IMP/ SAMSON & SURREY|MEZCAL VAGO TOBALA JARQUIN|0||0|.75L|0|
264246|LOCAL CHOICE SPIRITS|LOCAL CHOICE TEQUILA|0||0|.75L|0|
264249|LOCAL CHOICE SPIRITS|LOCAL CHOICE LIME TEQUILA|0||0|.75L|0|
264250|LOCAL CHOICE SPIRITS|TINY'S LIME LT TEQUILA|0||0|.75L|0|
264251|LOCAL CHOICE SPIRITS|TINY'S ORANGE BLOSSOM TEQUILA|0||0|.75L|0|
264252|LOCAL CHOICE SPIRITS|LOCAL CHOICE PEPPER TEQUILA|0||0|.75L|0|
264253|WILD AGAVE IMPORTS, LLC|WAHAKA MEZCAL JABALI|0||0|.75L|0|
264254|WILD AGAVE IMPORTS, LLC|WAHAKA MEZCAL TEPEZTATE|0||0|.75L|0|
264255|WILD AGAVE IMPORTS, LLC|WAHAKA MEZCAL JOVEN ESPADIN|0||0|.75L|0|
264256|WILD AGAVE IMPORTS, LLC|WAHAKA MEZCAL JOVEN ENSAMBLE|0||0|.75L|0|
264257|WILD AGAVE IMPORTS, LLC|WAHAKA MEZCAL JOVEN TOBALA|0||0|.75L|0|
264258|WILD AGAVE IMPORTS, LLC|WAHAKA MEZCALJOVEN MADRECUISHE|0||0|.75L|0|
264259|WILD AGAVE IMPORTS, LLC|WAHAKA MEZCALREPOSADOCONGUSANO|0||0|.75L|0|
264260|WILD AGAVE IMPORTS, LLC|WAHAKA MEZCAL ESPADIN BOTANIKO|0||0|.75L|0|
264261|WILD AGAVE IMPORTS, LLC|WAHAKA MEZCAL ESPADIN MANSANIT|0||0|.75L|0|
264262|WILD AGAVE IMPORTS, LLC|WAHAKA MEZCAL GUAJOL CON FRUTA|0||0|.75L|0|
264263|MHW/ FIDENCIO|LA VENENOSA RAICILLA MIXED 4PK|0||0|.75L|0|
264264|MHW/ FIDENCIO|LA VENENOSA COSTA DE JALISCO|0||0|.75L|0|
264265|MHW/ FIDENCIO|LA VENENOSA OCCIDENTAL DE JALI|0||0|.75L|0|
264266|MHW/ FIDENCIO|LA VENENOSA SIERRA DEL TIGRE|0||0|.75L|0|
264267|MHW/ FIDENCIO|LA VENENOSA SUR DE JALISCO|0||0|.75L|0|
264270|PACIFIC EDGE MARKETING GRP|MARCA NEGRA DOBADAN|0||0|.75L|0|
264271|PACIFIC EDGE MARKETING GRP|MARCA NEGRA TOBALA|0||0|.75L|0|
264273|LEVECKE|LOS JAVIS ESPADIN JOVEN|0||0|.75L|0|
264274|LEVECKE|LOS JAVIS ESPADIN REPOSADO|0||0|.75L|0|
264277|P & L GLOBAL TRADING|M MESTIZO JOVEN|0||0|.75L|0|
264278|P & L GLOBAL TRADING|M MESTIZO REPOSADO|0||0|.75L|0|
264279|P & L GLOBAL TRADING|M MESTIZO ANEJO|0||0|.75L|0|
264283|MHW/ LOS PECES MORONGOS|LOS SIETE MISTER TOBALA MEZCAL|0||0|.75L|0|
264284|MHW/ LOS PECES MORONGOS|LOS SIETE MISTERIOS PEC MEZCAL|0||0|.75L|0|
264285|MHW/ LOS PECES MORONGOS|LOS SIETE MISTERIOS BAR MEZCAL|0||0|.75L|0|
264286|MHW/ LOS PECES MORONGOS|LOS SIETE MISTERIOS COY MEZCAL|0||0|.75L|0|
264287|MHW/ LOS PECES MORONGOS|LOS SIETE MISTERIO DOBA YE MEZ|0||0|.75L|0|
264288|MHW/ LOS PECES MORONGOS|LOS SIETE MISTERIOS ESP MEZCAL|0||0|.75L|0|
264289|MHW/ LOS PECES MORONGOS|LOS SIETE MISTERIOS MEX AM MEZ|0||0|.75L|0|
264290|MHW/ LOS PECES MORONGOS|LOS SIETE MISTERIOS ARR MEZCAL|0||0|.75L|0|
264297|PARK ST IMP/ ILEGAL|ILEGAL ANEJO|0||0|.75L|0|
264299|PARK ST IMP/ ILEGAL|ILEGAL REPOSADO|0||0|.75L|0|
264302|PARK ST IMP / EL SILENCIO HOLDINGS|EL SILENCIO MEZCAL ESPADIN|0||0|.75L|0|
264306|PARK ST IMP/ BACK BAR|EL JOLGORIO ARRUQUENO|0||0|.75L|0|
264307|PARK ST IMP/ BACK BAR|EL JOLGORIO BARRILL|0||0|.75L|0|
264308|PARK ST IMP/ BACK BAR|EL JOLGORIO CENIZO|0||0|.75L|0|
264309|PARK ST IMP/ BACK BAR|EL JOLGORIO COYOTE|0||0|.75L|0|
264310|PARK ST IMP/ BACK BAR|EL JOLGORIO CUIXE|0||0|.75L|0|
264311|PARK ST IMP/ BACK BAR|EL JOLGORIO ESPADIN|0||0|.75L|0|
264312|PARK ST IMP/ BACK BAR|EL JOLGORIO JABALI|0||0|.75L|0|
264313|PARK ST IMP/ BACK BAR|EL JOLGORIO MEXICANO|0||0|.75L|0|
264314|PARK ST IMP/ BACK BAR|EL JOLGORIO MADRECUIXE|0||0|.75L|0|
264315|PARK ST IMP/ BACK BAR|EL JOLGORIO PECHUGA|0||0|.75L|0|
264316|PARK ST IMP/ BACK BAR|EL JOLGORIO TEPEZTATE|0||0|.75L|0|
264317|PARK ST IMP/ BACK BAR|EL JOLGORIO TOBALA|0||0|.75L|0|
264318|PARK ST IMP/ BACK BAR|EL JOLGORIO TOBAZICHE|0||0|.75L|0|
264327|PROXIMO SPIRITS, INC|JOSE CUERVO RVA FAM ROLLSTONES|0||0|.75L|0|
264342|CAROLINA ONE|T2|0||0|.75L|0|
264545|RMB ASSOCIATES, INC|MODA TEQUILA|0||0|.75L|0|
264635|SAZERAC|BAJA LUNA BLACK RASPBERRY|0||0|.75L|0|
264720|TOTAL BEVERAGE SOLUTION|AZUNIA PLATINUM|0||0|.75L|0|
264726|MHW/ ARTA TEQUILA|ARTA SILVER|0||0|.75L|0|
264728|AMERICAN SPIRITS EXCHANGE|3R TEQUILA|0||0|.75L|0|
264729|SAN BARTOLO FARMS|3 AMIGOS BLANCO|0||0|.75L|0|
264732|TEQUILA SPECIALIST|ARETTE BLANCO SUAVE|0||0|.75L|0|
264733|CALIFORNIA TEQUILA|ASOMBROSO EL PLATINO|0||0|.75L|0|
264734|FRANK-LIN DISTILLERS LTD|PUERTO VALLARTA SILVER|0||0|.75L|0|
264738|DIAGEO NA|DELEON PLATINUM|3||0|1.75L|0|
264750|3 BADGE BEVERAGE CORP|ELASTICO|0||0|.75L|0|
264753|PALM BAY IMPORTS INC|CHAVO MALO TEQUILA BLANCO|32||0|.75L|0|
264755|PALM BAY IMPORTS INC|CHAMUCOS BLANCO|0||0|.75L|0|
264762|Hexa Partners|EL DADITO BLANCO|0||0|.75L|0|
264773|PROXIMO SPIRITS, INC|JOSE CUERVO PLATINO|0||0|.75L|0|
264779|MHW/ CASA DRAGONES|CASA DRAGONES BLANCO TEQUILA|0||0|.75L|0|
264780|MHW/ CASA DRAGONES|CASA DRAGONES 16 JOVEN TEQUILA|0||0|.75L|0|
264786|SAZERAC|MARGARITAVILLE SILVER TEQUILA|0||0|1.00L|0|
264795|WILLIAM GRANT|MILAGRO SELECT BARREL RESV SIL|0||0|.75L|0|
264803|BROWN - FORMAN|EL JIMADOR|55|Overstock|52|1.00L|52|
264816|SAZERAC|EL TORO SILVER|0||0|1.00L|0|
264829|BROWN - FORMAN|HERRADURA SILVER|0||0|1.75L|0|
264834|TEQUILA SPECIALIST|DON FULANO BLANCO|0||0|.75L|0|
264835|TEQUILA SPECIALIST|DON FULANO FUERTE BLANCO 100PR|0||0|.75L|0|
264836|INTERNATIONAL DISTILLERS & VINTERS|30-30 TEQUILA BLANCO|0||0|.75L|0|
264843|PARK ST IMP/ AMBHAR|AMBHAR PLATA|0||0|.75L|0|
264848|Zuma Importing Co|CASTA PASION BLANCO|0||0|.75L|0|
264854|PARK ST IMP/ 86 CO.|CABEZA BLANCO TEQUILA|0||0|1.00L|0|
264869|DV SPIRITS, LLC|DULCE VODKA ORGANIC BLANCO 80P|0||0|.75L|0|
264871|DV SPIRITS, LLC|DULCE VIDA OR TEQUILA BLANCO|0||0|.75L|0|
264872|DV SPIRITS, LLC|DULCE VIDA ORGANIC TEQ BLANCO|0||0|.375L|0|
264879|LUXCO|JUAREZ SILVER|0||0|1.75L|65|
264883|HOTALING & CO|CHINACO BLANCO|0||0|.75L|0|
264900|MODERN SPIRITS LLC|IXA|0||0|.75L|0|
264901|3 CROWNS DISTRIB & IMPORTERS|JENNI RIVERA "LA GRAN SENORA"|0||0|.75L|0|
264903|MHW/ VINOMEX USA|HACIENDA DE CHIHUA SOTOL PLATA|0||0|.75L|0|
264904|TEQUILA SPECIALIST|HACIENDA DE LA FLOR BLANCO|0||0|.75L|0|
264907|Alambic, Inc.|LOS NAHUALES MEZCAL BLANCO|0||0|.75L|0|
264929|NOBLEZA TEQUILA|NOBLEZA AZUL BLANCO|0||0|.75L|0|
264941|PARK ST IMP/ LOS ABUELOS|FORTALEZA BLANCO|0||0|.75L|0|
264943|DORADO,PIZZORNI AND SONS|FRIDA KAHLO TEQUILA|0||0|.75L|0|
264947|WC SPIRITS, LLC|KARMA SILVER|0||0|.75L|0|
264948|A.V. BRANDS, INC.|KAH "LOS ULTIMOS DIAS"|0||0|.75L|0|
264949|STOLI GROUP USA|KAH TEQUILA BLANCO|0||0|.75L|0|
264960|PALM BAY IMPORTS INC|LOS AMANTES MEZCAL JOVEN|0||0|.75L|0|
